"","X","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"55",105,105,"Antawn Jamison",87.8,"1998-99","2013-14","22-37",1083,2,34.8,7.1,15.7,6,12.6,1.1,3.1,3.3,4.5,2.4,5.2,7.5,1.6,1,0.4,1.6,2.4,18.5,0.451,0.477,0.346,0.724,0.523,0.485,"F","CLE,DAL,GSW,LAC,LAL,WAS",109,109,65,22.8,0.112,2.2,-1.6,0.6,24.5,18.1,7.3,17.2,12.2,8.5,1.4,0.8,8.2,24.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"56",106,106,"Sam Cassell",87.5,"1993-94","2007-08","24-38",993,1,30,5.7,12.6,5.1,10.6,0.7,2,3.6,4.2,0.6,2.6,3.2,6,1.1,0.2,2.4,2.8,15.7,0.454,0.477,0.331,0.861,0.544,0.48,"G","BOS,DAL,HOU,LAC,MIL,MIN,NJN,PHO",110,108,66,21.5,0.141,2.4,-0.6,1.8,28.8,19.5,2.4,9.9,6.2,34.4,1.9,0.4,14.4,25.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"57",107,107,"Dale Davis",86.9,"1991-92","2006-07","22-37",1094,1,27.1,3.3,6.2,3.3,6.2,0,0,1.4,2.5,3,4.8,7.9,0.9,0.6,1.2,1,2.6,8,0.53,0.53,0,0.562,0.546,0.53,"F-C","DET,GSW,IND,POR",114,103,45.5,41.4,0.141,0.3,0.2,0.5,18.4,15.2,13.4,20.6,17.1,5.2,1.2,3.1,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",108,108,"Derek Harper",86.8,"1983-84","1998-99","22-37",1199,0,31.5,5.2,11.2,4.3,8.6,0.9,2.5,2.1,2.9,0.6,1.8,2.4,5.5,1.6,0.3,1.9,2.3,13.3,0.463,0.494,0.354,0.745,0.537,0.503,"G","DAL,LAL,NYK,ORL",111,109,53.4,33.4,0.11,1.2,0.5,1.8,35.7,16,2.1,6.5,4.3,26.8,2.6,0.5,13.5,19.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"59",110,110,"David West",85.8,"2003-04","2017-18","23-37",1034,2,28.2,5.5,11.1,5.5,10.9,0.1,0.2,2.5,3,1.7,4.6,6.4,2.2,0.7,0.8,1.6,2.3,13.6,0.495,0.499,0.265,0.817,0.544,0.498,"F-C","GSW,IND,NOH,NOK,SAS",109,104,44.6,41.3,0.141,1.1,0.6,1.7,27.6,18.6,7.1,19,13.1,13.6,1.4,2.3,11.4,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",111,111,"Rod Strickland",85.8,"1988-89","2004-05","22-38",1094,0,30.7,5,10.9,4.8,10.3,0.2,0.6,3.1,4.4,1.1,2.7,3.7,7.3,1.5,0.2,2.6,1.9,13.2,0.454,0.465,0.282,0.721,0.516,0.462,"G","HOU,MIA,MIN,NYK,ORL,POR,SAS,TOR,WAS,WSB",108,106,49,36.8,0.122,2,0.3,2.3,36.6,18,3.9,9.9,6.9,37.3,2.4,0.4,17,21.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"61",113,113,"Marc Gasol",85.3,"2008-09","2020-21","24-36",891,3,32.2,5.2,10.8,4.7,9.5,0.5,1.3,3.2,4.1,1.6,5.8,7.4,3.4,0.9,1.4,2,2.9,14,0.481,0.498,0.36,0.776,0.557,0.503,"C","LAL,MEM,TOR",111,104,42.9,42.4,0.143,1.3,1.8,3.1,36.5,18,5.7,21.2,13.3,17.1,1.4,3.7,13.5,20.5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"62",114,114,"Michael Finley",85.2,"1995-96","2009-10","22-36",1103,2,34.4,6.1,13.7,4.8,10.2,1.3,3.5,2.2,2.7,1,3.3,4.4,2.9,0.9,0.3,1.5,1.6,15.7,0.444,0.467,0.375,0.811,0.527,0.492,"G-F","BOS,DAL,PHO,SAS",108,108,56.9,28.3,0.108,1.6,-0.6,1,28.8,16,3.3,10.9,7.2,14.5,1.4,0.6,9,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",115,115,"Karl-Anthony Towns",85.1,"2015-16","2024-25","20-29",645,5,34.1,8.5,16.2,6.7,11.8,1.7,4.3,4.4,5.3,2.8,8.3,11.1,3.2,0.8,1.2,2.7,3.4,23.1,0.524,0.569,0.4,0.837,0.624,0.577,"C-F","MIN,NYK",119,109,58.2,26.9,0.186,4.2,0.2,4.4,35.3,23.8,9.2,27.4,18.2,15.5,1.2,3.1,12.8,26.9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"64",118,118,"Dale Ellis",84.7,"1983-84","1999-00","23-39",1209,1,28.8,6.1,12.6,4.6,9.1,1.4,3.5,2.2,2.8,1.3,2.2,3.5,1.4,0.8,0.2,1.5,2.1,15.7,0.479,0.509,0.403,0.784,0.567,0.536,"G-F","CHH,DAL,DEN,MIL,SAS,SEA",114,111,66.1,18.6,0.117,2.1,-1.5,0.6,22.9,16,5,8.8,6.9,8.1,1.4,0.3,9.6,22.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"65",119,119,"Jonas Valanciunas",84.6,"2012-13","2024-25","20-32",937,0,25.1,5.2,9.3,5,8.6,0.3,0.7,2.4,3,2.7,6.6,9.3,1.4,0.4,0.9,1.6,2.8,13.1,0.56,0.579,0.341,0.794,0.615,0.574,"C","MEM,NOP,SAC,TOR,WAS",119,107,51.3,33.3,0.172,1.2,-0.2,1,17.7,20.5,12.1,29.2,20.7,8.9,0.8,3.2,13.3,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",121,121,"Steve Smith",83.7,"1991-92","2004-05","22-35",942,1,30.6,4.9,11.1,3.7,7.7,1.2,3.4,3.3,3.8,1.2,2.1,3.2,3.1,0.8,0.3,1.8,2.4,14.3,0.44,0.476,0.358,0.845,0.556,0.494,"G","ATL,CHA,MIA,NOH,POR,SAS",114,108,61.2,22.5,0.139,2,-0.6,1.4,24.6,16.1,4.5,7.8,6.2,17.1,1.3,0.7,12.4,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"67",122,122,"Richard Jefferson",83,"2001-02","2017-18","21-37",1181,0,29,4.4,9.4,3.5,7.1,0.9,2.3,3,3.9,0.8,3.2,4,2,0.7,0.3,1.5,2.2,12.6,0.464,0.493,0.376,0.768,0.567,0.511,"F","CLE,DAL,DEN,GSW,MIL,NJN,SAS,UTA",110,107,49.7,33.3,0.116,0.4,-0.1,0.2,19.4,14.4,3.1,12.9,8,12,1.2,0.8,11.9,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"68",123,123,"Joe Johnson",82.9,"2001-02","2021-22","20-40",1277,7,34.6,6.1,13.9,4.6,9.7,1.5,4.2,2.2,2.7,0.8,3.1,4,3.9,0.8,0.2,1.9,1.8,16,0.441,0.472,0.371,0.802,0.53,0.497,"G-F","ATL,BOS,BRK,HOU,MIA,PHO,UTA",107,110,56.5,26.3,0.09,1.5,-1.1,0.4,26.5,15.4,2.8,10.4,6.6,19.6,1.3,0.4,11.3,22.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"69",124,124,"Peja Stojakovic",82.6,"1998-99","2010-11","21-33",804,3,33.5,6,13.3,3.8,7.9,2.2,5.5,2.8,3.1,0.9,3.8,4.7,1.8,0.9,0.1,1.4,1.7,17,0.45,0.484,0.401,0.895,0.577,0.532,"F","DAL,IND,NOH,NOK,SAC,TOR",114,106,58.4,24.1,0.147,2.6,-0.7,1.9,26.2,17.1,3.1,12.4,7.8,8.6,1.4,0.3,8.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",125,125,"Kevin Willis",81.8,"1984-85","2006-07","22-44",1424,1,26.9,5,10.2,5,10.1,0,0.1,2.1,3,2.9,5.5,8.4,0.9,0.7,0.5,1.8,2.9,12.1,0.487,0.491,0.211,0.713,0.525,0.488,"F-C","ATL,DAL,DEN,GSW,HOU,MIA,SAS,TOR",105,105,34.8,46.9,0.102,-0.8,-1.3,-2.1,-1,15.7,12,22.9,17.4,5.6,1.3,1.3,13.3,21.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"71",126,126,"Marcus Camby",81.6,"1996-97","2012-13","22-38",973,0,29.5,3.9,8.3,3.9,8.2,0,0.1,1.8,2.6,2.7,7.1,9.8,1.9,1,2.4,1.4,2.8,9.5,0.466,0.469,0.205,0.67,0.503,0.468,"C-F","DEN,HOU,LAC,NYK,POR,TOR",106,99,26.7,54.9,0.137,0,2.3,2.3,31.3,17.8,10.5,27.9,19.2,10.1,1.8,6.1,12.9,16.6,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0
"72",128,128,"Blake Griffin",81.1,"2010-11","2022-23","21-33",765,6,31.9,7.1,14.4,6.4,12.2,0.7,2.1,4.1,5.9,1.9,6,8,4,0.8,0.5,2.3,2.7,19,0.493,0.522,0.328,0.696,0.559,0.518,"F-C","BOS,BRK,DET,LAC",112,107,53,28.2,0.16,3.1,0.2,3.3,32.8,21,7,21.3,14.2,21.6,1.3,1.2,11.8,26.8,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0
"73",129,129,"Zach Randolph",81.1,"2001-02","2017-18","20-36",1116,2,31,6.7,14.1,6.5,13.5,0.2,0.7,3.1,4.1,2.9,6.2,9.1,1.8,0.7,0.3,2.1,2.4,16.6,0.471,0.481,0.273,0.764,0.522,0.478,"F-C","LAC,MEM,NYK,POR,SAC",106,106,44.2,36.9,0.112,1.5,-1.4,0.2,18.8,19.3,11,23.8,17.3,10.9,1.3,0.7,11.4,26.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"74",131,131,"Carlos Boozer",80.3,"2002-03","2014-15","21-33",861,2,31.2,6.8,13,6.8,13,0,0,2.6,3.7,2.4,7.1,9.5,2.2,0.9,0.4,2.1,3,16.2,0.521,0.522,0.071,0.722,0.554,0.521,"F-C","CHI,CLE,LAL,UTA",108,102,40.6,39.7,0.143,1.3,0.1,1.4,23.1,19.5,8.8,26.6,17.7,13.2,1.5,1,12.6,24.3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"75",132,132,"Nikola Vucevic",79.9,"2011-12","2024-25","21-34",972,2,31.4,7.3,14.7,6.4,12.1,0.9,2.7,1.6,2.1,2.5,8,10.5,2.9,0.8,0.9,1.7,2.4,17.2,0.497,0.53,0.348,0.77,0.549,0.529,"C","CHI,ORL,PHI",110,108,38.9,41,0.126,1.9,0.2,2.1,31.6,20.1,8.7,28.2,18.4,15.7,1.3,2.4,9.9,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",134,134,"Tom Chambers",79,"1981-82","1997-98","22-38",1107,4,30.6,6.7,14.2,6.5,13.6,0.2,0.7,4.6,5.7,1.8,4.3,6.1,2.1,0.8,0.6,2.3,3.4,18.1,0.468,0.476,0.307,0.807,0.542,0.476,"F-C","CHH,PHI,PHO,SDC,SEA,UTA",108,108,46.7,32.3,0.112,0.3,-0.9,-0.6,12,16.5,6.5,15.7,11.2,10.1,1.2,1.1,12.1,25.4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"77",135,135,"Dan Majerle",78.5,"1988-89","2001-02","23-36",955,3,31.6,4.1,9.6,2.7,5.6,1.4,4,1.7,2.4,1.2,3.3,4.5,2.9,1.3,0.4,1.2,2,11.4,0.431,0.482,0.358,0.741,0.538,0.505,"G-F","CLE,MIA,PHO",114,106,44.5,34,0.125,1.1,0.8,1.9,29.7,13.8,4.3,11.6,8.1,13.3,2,0.8,9.9,16.2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"78",136,136,"Stephon Marbury",77.5,"1996-97","2008-09","19-31",846,2,37.7,6.8,15.7,5.6,12.1,1.2,3.6,4.5,5.7,0.7,2.3,3,7.6,1.2,0.1,3,2.4,19.3,0.433,0.465,0.325,0.784,0.528,0.47,"G","BOS,MIN,NJN,NYK,PHO",108,110,63.3,14.2,0.117,3.2,-1.4,1.8,30.7,18.7,2.1,7.1,4.5,36.1,1.7,0.3,14.2,25.4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"79",137,137,"Deron Williams",77.3,"2005-06","2016-17","21-32",845,3,34.2,5.8,13,4.4,9.1,1.4,3.9,3.4,4.1,0.4,2.7,3.1,8.1,1,0.2,2.8,2.5,16.3,0.445,0.482,0.357,0.822,0.552,0.498,"G","BRK,CLE,DAL,NJN,UTA",112,110,58.4,18.9,0.129,2.9,-1,1.9,28.3,18.2,1.4,9.3,5.4,39.5,1.6,0.6,16.1,23.5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"80",138,138,"Lamar Odom",77,"1999-00","2012-13","20-33",961,0,33.4,5,10.8,4.3,8.6,0.7,2.2,2.6,3.7,1.9,6.5,8.4,3.7,0.9,0.9,2.3,3,13.3,0.463,0.502,0.312,0.693,0.534,0.495,"F","DAL,LAC,LAL,MIA",106,104,35.9,41.1,0.115,1,0.9,1.9,31.4,16.5,6.5,21.9,14.3,18.4,1.4,2.1,15.8,20.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"81",139,139,"Andre Drummond",76.6,"2012-13","2024-25","19-31",904,2,26.8,5.2,9.7,5.2,9.5,0,0.2,2,4.1,4.2,8,12.1,1.2,1.3,1.3,1.8,2.9,12.5,0.542,0.548,0.129,0.486,0.544,0.543,"C","BRK,CHI,CLE,DET,LAL,PHI",110,101,29.3,47.4,0.152,0.6,0.5,1,18.5,21.7,16.7,33.8,25.1,7.4,2.3,4,13.5,21.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"82",140,140,"Brad Miller",76.5,"1998-99","2011-12","22-35",868,2,28.3,4,8.3,3.7,7.6,0.2,0.7,3,3.8,2,5.2,7.1,2.8,0.7,0.7,1.6,2.7,11.2,0.48,0.494,0.33,0.804,0.564,0.494,"C-F","CHH,CHI,HOU,IND,MIN,SAC",114,105,49.3,27.2,0.15,1.2,0.6,1.8,23.2,17.5,8,20.9,14.5,16.3,1.3,1.8,13.7,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",141,141,"David Lee",76,"2005-06","2016-17","22-33",829,2,29.3,5.5,10.3,5.5,10.3,0,0,2.5,3.2,2.6,6.2,8.8,2.2,0.8,0.4,1.8,2.6,13.5,0.535,0.537,0.034,0.772,0.577,0.536,"F-C","BOS,DAL,GSW,NYK,SAS",114,106,49.6,26.4,0.15,1.3,-0.2,1.1,19.2,19.1,9.9,24,17,12.6,1.3,1,13,20.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"84",142,142,"Shane Battier",75.7,"2001-02","2013-14","23-35",977,0,30.7,3.1,7,1.8,3.6,1.3,3.3,1.2,1.6,1.3,2.9,4.2,1.8,1,0.9,0.9,2.3,8.6,0.437,0.486,0.384,0.743,0.559,0.529,"F","HOU,MEM,MIA",115,105,40.4,35.3,0.121,0.4,1.3,1.7,28.2,12.6,5,10.8,7.9,8.8,1.7,2.3,10.4,12.9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"85",143,143,"Rolando Blackman",75.6,"1981-82","1993-94","22-34",980,4,32.7,7,14.3,6.8,13.6,0.2,0.7,3.7,4.4,1.1,2.3,3.3,3,0.7,0.3,1.9,1.7,18,0.493,0.501,0.343,0.84,0.555,0.501,"G","DAL,NYK",113,112,59,16.6,0.113,1.6,-1.2,0.4,19.8,16.7,3.6,7.7,5.7,14.4,1.1,0.5,10.3,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",144,144,"Kiki Vandeweghe",75.6,"1980-81","1992-93","22-34",810,2,30.3,7.6,14.4,7.3,13.7,0.3,0.7,4.3,4.9,1.1,2.3,3.4,2.1,0.6,0.3,1.6,1.9,19.7,0.525,0.533,0.368,0.872,0.594,0.534,"F","DEN,LAC,NYK,POR",119,113,66.8,8.8,0.148,2.7,-1.9,0.9,17.7,18.4,4,8.3,6.1,9.9,0.9,0.5,8.9,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",145,145,"Andrei Kirilenko",75.4,"2001-02","2014-15","20-33",797,1,30,3.9,8.3,3.5,6.8,0.5,1.5,3.5,4.6,1.8,3.7,5.5,2.7,1.4,1.8,1.9,2,11.8,0.474,0.51,0.31,0.754,0.571,0.502,"F","BRK,MIN,UTA",112,103,40.7,34.7,0.151,2.6,2.3,4.9,41.7,18.7,7.1,14.9,11,14.7,2.4,5,15.5,18.6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"88",146,146,"Tobias Harris",75.3,"2011-12","2024-25","19-32",970,0,31.7,6.2,12.9,4.8,9.2,1.3,3.7,2.4,2.9,1,5.2,6.2,2.4,0.8,0.6,1.4,2,16.1,0.478,0.523,0.366,0.836,0.568,0.531,"F","DET,LAC,MIL,ORL,PHI",113,110,42.9,32.5,0.118,1.1,-0.1,1,22.9,16.5,3.5,18.1,10.8,11.8,1.2,1.5,8.9,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",147,147,"Byron Scott",75.2,"1983-84","1996-97","22-35",1073,0,28.1,5.5,11.4,4.8,9.5,0.7,2,2.3,2.8,0.6,2.2,2.8,2.5,1.1,0.3,1.5,1.9,14.1,0.482,0.505,0.37,0.833,0.556,0.514,"G","IND,LAL,VAN",112,109,46.7,28.5,0.12,0.7,0.1,0.8,21,15.5,2.7,8.5,5.7,13.4,2,0.6,10.5,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",148,148,"Jrue Holiday",74.6,"2009-10","2024-25","19-34",1037,2,32.9,6.2,13.4,4.7,9.3,1.5,4.1,1.9,2.4,1,3.2,4.2,6.2,1.4,0.5,2.6,2.1,15.8,0.462,0.503,0.37,0.788,0.546,0.518,"G","BOS,MIL,NOP,PHI",109,109,38.8,35.7,0.105,1.4,0.2,1.6,31.1,17,3.2,10.6,6.9,29.3,2.1,1.3,15.1,22.7,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0
"91",149,149,"Michael Cage",74.4,"1984-85","1999-00","23-38",1140,0,26.1,2.9,5.7,2.9,5.6,0,0,1.4,2.2,2.8,4.8,7.6,0.9,0.9,0.6,1,2.3,7.3,0.515,0.517,0,0.664,0.549,0.515,"F-C","CLE,LAC,NJN,PHI,SEA",115,106,37.4,36.9,0.12,-0.2,0,-0.2,13.7,13.9,12.2,21.7,16.8,5,1.8,1.6,13.4,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",150,150,"Cedric Maxwell",74.3,"1978-79","1987-88","23-32",763,0,29.6,4.3,7.8,4.3,7.8,0,0,4.5,5.7,2.6,3.8,6.4,2.4,0.8,0.5,2.3,2.8,13,0.546,0.547,0.053,0.785,0.63,0.546,"F","BOS,HOU,LAC",119,106,50.9,23.4,0.158,1.6,0.1,1.7,20.9,16.3,9.8,14.2,12,10.5,1.3,0.9,17.9,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"93",151,151,"Luol Deng",74,"2004-05","2018-19","19-33",902,2,34.3,5.7,12.5,5,10.3,0.7,2.2,2.7,3.5,1.6,4.4,6.1,2.3,1,0.5,1.6,1.7,14.8,0.456,0.482,0.332,0.769,0.528,0.485,"F","CHI,CLE,LAL,MIA,MIN",107,105,34.8,39.2,0.115,0.7,0.2,0.9,22.9,15.4,5.4,14.6,10.1,11.2,1.5,1.1,10.3,20.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"94",152,152,"Nicolas Batum",73.9,"2008-09","2024-25","20-36",1131,0,28.9,3.5,8.1,2,3.9,1.5,4.2,1.3,1.6,1,3.9,4.8,3.1,0.9,0.6,1.5,1.7,10,0.437,0.51,0.369,0.832,0.566,0.533,"F-G","CHO,LAC,PHI,POR",112,109,39.6,34.3,0.109,0.7,0.8,1.5,28.7,14,3.8,15,9.4,16.3,1.6,1.8,14.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",153,153,"Kyle Korver",73.4,"2003-04","2019-20","22-38",1232,1,25.3,3.3,7.5,1.3,2.9,2,4.6,1.1,1.2,0.3,2.7,3,1.7,0.7,0.3,1,2,9.7,0.442,0.464,0.429,0.877,0.602,0.574,"G-F","ATL,CHI,CLE,MIL,PHI,UTA",113,107,42.9,30.5,0.113,0.5,0.1,0.6,20.7,12.8,1.3,11.9,6.7,10.4,1.3,1,11.5,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",154,154,"Nene",73.3,"2002-03","2018-19","20-36",965,0,26.2,4.3,7.9,4.3,7.8,0,0.1,2.6,4,1.7,4.3,6,1.8,1.1,0.7,1.7,3,11.3,0.548,0.551,0.132,0.66,0.585,0.548,"F-C","DEN,HOU,WAS",110,103,37.2,36.1,0.139,-0.2,1.2,1,18.8,17.1,7.6,18.6,13.2,11.2,2.1,2.2,15.3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",155,155,"Mike Bibby",73.2,"1998-99","2011-12","20-33",1001,0,33.9,5.4,12.4,3.9,8.4,1.5,4,2.4,2.9,0.5,2.6,3.1,5.5,1.2,0.1,2.1,1.9,14.7,0.436,0.463,0.379,0.802,0.536,0.497,"G","ATL,MIA,NYK,SAC,VAN,WAS",108,108,51.2,22,0.104,1.6,-0.8,0.8,23.8,16.1,1.8,8.7,5.3,27.2,1.8,0.3,13.5,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",156,156,"Serge Ibaka",73,"2009-10","2022-23","20-33",919,0,27.3,5,9.7,4.3,7.8,0.7,1.9,1.4,1.8,2.1,5,7.1,0.8,0.4,1.9,1.3,2.7,12,0.513,0.55,0.359,0.757,0.571,0.548,"F-C","LAC,MIL,OKC,ORL,TOR",112,104,35.7,37.3,0.139,0.1,0.4,0.5,15.7,17.1,8.8,19.8,14.4,4.7,0.7,5.5,11,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"99",157,157,"Bill Cartwright",72.8,"1979-80","1994-95","22-37",963,1,28.5,4.8,9.2,4.8,9.2,0,0,3.5,4.6,1.9,4.5,6.3,1.4,0.5,0.7,2,2.9,13.2,0.525,0.525,0,0.771,0.588,0.525,"C","CHI,NYK,SEA",112,107,43.5,29.4,0.127,-0.1,-0.5,-0.6,9.7,15.2,7.6,18.1,12.8,7.1,0.8,1.5,14.9,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",159,159,"Ricky Pierce",72.2,"1982-83","1997-98","23-38",969,1,24.4,5.6,11.3,5.3,10.3,0.3,0.9,3.5,4,0.9,1.5,2.4,1.9,0.8,0.2,1.5,2.3,14.9,0.493,0.509,0.322,0.875,0.573,0.507,"G","CHH,DEN,DET,GSW,IND,MIL,SDC,SEA",116,110,54.7,17.4,0.146,1.9,-0.8,1.1,18.6,17.7,4.2,7,5.6,12.4,1.6,0.4,10.3,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"101",160,160,"Thaddeus Young",71.9,"2007-08","2023-24","19-35",1172,0,28.2,5.2,10.4,4.8,9.1,0.4,1.4,1.2,1.8,2,3.7,5.6,1.8,1.4,0.4,1.4,2.1,12.1,0.503,0.53,0.328,0.661,0.541,0.525,"F","BRK,CHI,IND,MIN,PHI,PHO,SAS,TOR",108,107,34,37.9,0.105,0.2,0.3,0.5,20.7,16.4,7.8,14.9,11.3,10.3,2.5,1.2,11.1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",161,161,"Mookie Blaylock",71.8,"1989-90","2001-02","22-34",889,1,34.9,5.3,12.9,3.8,8.6,1.4,4.3,1.4,1.9,1.1,3,4.1,6.7,2.3,0.3,2.3,1.9,13.5,0.409,0.445,0.336,0.736,0.488,0.465,"G","ATL,GSW,NJN",106,105,33.3,38.5,0.111,1.7,1.3,3,39.2,16.8,3.6,9.8,6.6,30.9,3.5,0.6,14.4,20.1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
"103",162,162,"Danny Ainge",71.5,"1981-82","1994-95","22-35",1042,1,26.6,4.5,9.5,3.5,7,1,2.5,1.6,1.9,0.7,2,2.7,4,1.1,0.1,1.5,2.4,11.5,0.469,0.502,0.378,0.846,0.555,0.519,"G","BOS,PHO,POR,SAC",114,108,45.7,25.9,0.124,0.8,0.3,1.1,21.9,14.7,2.9,8.1,5.6,20.8,2,0.3,12.7,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",163,163,"Shareef Abdur-Rahim",71.2,"1996-97","2007-08","20-31",830,1,34.8,6.5,13.9,6.4,13.2,0.2,0.6,4.8,6,2.3,5.3,7.5,2.5,1,0.8,2.6,2.8,18.1,0.472,0.48,0.297,0.81,0.549,0.479,"F","ATL,POR,SAC,VAN",108,107,50.1,21.1,0.118,1.7,-0.7,1,21.9,19,7.5,17.5,12.5,13.6,1.5,1.6,13.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105",164,164,"Mark Price",71.1,"1986-87","1997-98","22-33",722,4,29.9,5.5,11.6,4.1,8.2,1.4,3.4,3,3.3,0.6,2,2.6,6.7,1.2,0.1,2.5,1.3,15.2,0.472,0.501,0.402,0.904,0.586,0.53,"G","CLE,GSW,ORL,WSB",116,109,51.9,19.2,0.158,4.2,-0.5,3.7,31.1,19.6,2.2,7.6,4.9,36.1,2,0.2,16,22.8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
"106",165,165,"George Hill",71,"2008-09","2022-23","22-36",915,0,26.8,3.7,8.1,2.5,5,1.2,3.1,1.9,2.3,0.6,2.4,3,3.1,0.9,0.3,1.2,1.9,10.4,0.457,0.504,0.38,0.806,0.573,0.529,"G","CLE,IND,MIL,OKC,PHI,SAC,SAS,UTA",116,107,42.2,28.8,0.139,0.3,0.8,1.1,19.4,14.6,2.5,9.8,6.2,17.8,1.7,0.7,11.6,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",166,166,"Al Jefferson",71,"2004-05","2017-18","20-33",915,0,28.7,6.7,13.5,6.7,13.4,0,0.1,2.2,3.1,2.2,6.2,8.4,1.5,0.7,1.2,1.3,2.6,15.7,0.499,0.501,0.121,0.711,0.528,0.499,"C-F","BOS,CHA,CHO,IND,MIN,UTA",108,105,37.4,33.6,0.13,1.5,-0.3,1.2,21.3,20.6,8.9,25.1,16.9,9.7,1.2,3.3,8.2,25.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"108",167,167,"Brent Barry",70.5,"1995-96","2008-09","24-37",912,0,25.9,3.2,6.9,1.6,3.1,1.5,3.8,1.4,1.7,0.5,2.6,3,3.2,1,0.3,1.4,1.9,9.3,0.46,0.525,0.405,0.823,0.607,0.57,"G","CHI,HOU,LAC,MIA,SAS,SEA",116,105,47.4,23.1,0.143,1.7,0.9,2.6,27.7,15.7,2.2,11.5,6.9,19.4,2.1,0.8,15.6,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
