"","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"2775",2775,"Grant Riller",0.1,"2020-21","2020-21","23",7,0,3.9,1.1,1.7,0.9,1.1,0.3,0.6,0,0,0,0.1,0.1,0.4,0.1,0,0.1,0,2.6,0.667,0.75,0.5,0,0.75,0.75,"G","CHO",134,117,0.1,0,0.177,4.6,0.5,5.1,0,23.6,0,4.1,2,20.9,1.8,0,7.7,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2776",2776,"Jerome Dyson",0.1,"2011-12","2011-12","24",9,0,20,2.1,5.3,2,4.4,0.1,0.9,3.1,4,0.2,1.9,2.1,2,1.2,0.2,2.2,2.1,7.4,0.396,0.45,0.125,0.778,0.525,0.406,"G","NOH",91,103,-0.1,0.2,0.026,-4.7,1.2,-3.6,-0.1,11.3,1.3,11.1,6.3,16.2,3.3,0.9,23.9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2777",2777,"John Greig",0.1,"1982-83","1982-83","21",9,0,2.9,0.8,1.4,0.8,1.4,0,0,0.6,0.7,0.2,0.4,0.7,0,0,0.1,0.2,0.4,2.1,0.538,0.538,0,0.833,0.607,0.538,"F","SEA",115,105,0.1,0,0.182,-3.6,-0.2,-3.8,0,19.9,8.6,15.7,12.3,0,0,2,11.3,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2778",2778,"Pete Nance",0.1,"2023-24","2024-25","23-24",21,0,7.9,0.7,1.8,0.2,0.6,0.5,1.2,0,0.2,0.2,0.9,1.1,0.5,0.1,0.1,0.2,0.9,2,0.395,0.385,0.4,0.25,0.516,0.526,"F","CLE,MIL,PHI",105,118,0,0.1,0.029,-4.6,-2,-6.6,-0.2,6.4,3.4,12.8,8.1,8.1,0.9,1.1,11.2,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2779",2779,"Eddie Phillips",0.1,"1982-83","1982-83","21",48,0,8.7,1.2,2.9,1.2,2.8,0,0,0.8,1.2,0.6,1,1.6,0.6,0.3,0.2,1,1.2,3.2,0.406,0.412,0,0.678,0.464,0.406,"F","NJN",86,100,-0.6,0.7,0.011,-4.6,-0.1,-4.7,-0.3,7.5,7.4,13.4,10.5,9.2,1.6,1.1,23.4,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2780",2780,"Tremont Waters",0.1,"2019-20","2021-22","22-24",40,0,10.2,1.3,3.7,0.8,1.9,0.5,1.8,0.6,0.6,0.1,0.8,0.9,2.1,0.8,0.1,1.2,0.9,3.7,0.354,0.408,0.296,0.96,0.472,0.425,"G","BOS,TOR,WAS",95,109,-0.5,0.5,0.012,-3.2,0.2,-3,-0.1,10.5,1.4,8.7,5,28.9,3.6,0.7,22.5,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2781",2781,"Joe Binion",0.1,"1986-87","1986-87","25",11,0,4.6,0.4,0.9,0.4,0.9,0,0,0.5,0.9,0.7,0.9,1.6,0.1,0.2,0.2,0.3,0.5,1.3,0.4,0.4,0,0.6,0.486,0.4,"F","POR",106,105,0,0.1,0.092,-1.1,-0.6,-1.7,0,12,18,21.4,19.7,2.3,1.8,2.2,17.2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2782",2782,"Kaniel Dickens",0.1,"2003-04","2007-08","25-29",19,0,4.5,0.4,1.1,0.3,0.6,0.2,0.5,0.2,0.2,0.3,0.4,0.6,0.1,0.1,0.1,0.2,0.5,1.2,0.4,0.455,0.333,0.75,0.506,0.475,"F","CLE,NJN,POR",98,106,0,0.1,0.055,-2.2,-0.8,-3,0,9,7,10,8.4,3.7,1.3,1.9,12.1,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2783",2783,"Peter Thibeaux",0.1,"1984-85","1985-86","23-24",93,0,10.7,2.1,4.6,2.1,4.5,0,0.1,0.8,1.2,0.6,0.9,1.5,0.5,0.4,0.3,0.8,1.8,5,0.453,0.456,0.286,0.626,0.483,0.456,"F","GSW",96,113,-0.3,0.4,0.005,-3.8,-1.4,-5.2,-0.8,10.5,6,10.3,8,6.4,1.6,1.8,13.2,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2784",2784,"Cameron McGriff",0.1,"2021-22","2021-22","24",3,0,15.3,1.7,4.7,1,2.7,0.7,2,0.7,0.7,2,3,5,1,0,0.3,0,2.3,4.7,0.357,0.375,0.333,1,0.47,0.429,"F","POR",123,119,0.1,0,0.097,-1,-3,-4,0,12.5,13.8,22.3,17.9,9.4,0,2.1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785",2785,"Brett Vroman",0.1,"1980-81","1980-81","25",11,0,8.5,0.9,2.5,0.9,2.4,0,0.1,1.3,1.7,0.6,1.6,2.3,0.8,0.5,0.5,0.8,2.4,3.1,0.37,0.385,0,0.737,0.481,0.37,"C","UTA",94,103,0,0.1,0.048,-4.5,0.8,-3.6,0,11.8,8.7,22,15.4,13.1,2.6,3.1,20.3,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2786",2786,"Greg Bunch",0.1,"1978-79","1978-79","22",12,0,8.1,0.8,2.2,0.8,2.2,0,0,0.8,1,0.8,0.7,1.4,0.3,0.3,0.3,0.4,0.8,2.3,0.346,0.346,0,0.833,0.448,0.346,"F","NYK",99,107,0,0.1,0.046,-2.9,-0.4,-3.3,0,9.2,9.9,8.9,9.4,4.9,1.4,1.6,13.8,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2787",2787,"Jason Preston",0.1,"2022-23","2023-24","23-24",21,0,9.3,1.1,2.9,0.9,1.9,0.2,1,0,0.1,0.4,1.5,1.9,2,0.2,0,0.6,0.5,2.5,0.4,0.487,0.238,0,0.435,0.442,"G","LAC,UTA",104,118,0,0.1,0.023,-2.3,-0.4,-2.6,0,10.4,4.6,17.5,11.1,30.1,1,0.5,16.5,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2788",2788,"Ndudi Ebi",0.1,"2003-04","2004-05","19-20",19,0,4.5,0.9,1.8,0.9,1.8,0,0.1,0.3,0.7,0.4,0.6,1,0.2,0.1,0.3,0.3,0.7,2.1,0.486,0.5,0,0.462,0.491,0.486,"F","MIN",96,104,0,0.1,0.051,-3.1,-0.7,-3.8,0,14.6,11.1,14,12.6,8.1,0.6,4.2,12.8,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2789",2789,"Desmond Penigar",0.1,"2003-04","2003-04","22",10,0,8.9,1.4,2.8,1.4,2.8,0,0,0.4,0.4,0.6,1.8,2.4,0.3,0.2,0.2,0.6,1.4,3.2,0.5,0.5,0,1,0.538,0.5,"F","ORL",100,107,0,0,0.049,-3.7,-1.2,-4.8,-0.1,12.9,7.5,23.4,15.3,5.9,1.2,1.6,16.8,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2790",2790,"Cozell McQueen",0.1,"1986-87","1986-87","25",3,0,2.3,1,1,1,1,0,0,0,0,1,1.7,2.7,0,0,0.3,0,0.3,2,1,1,0,0,1,1,"F","DET",201,85,0.1,0,0.627,21,5.1,26.1,0,58.3,47.4,74.7,61.5,0,0,8.2,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2791",2791,"Dereon Seabron",0.1,"2022-23","2023-24","22-23",11,0,6.1,0.5,1.6,0.5,1.5,0.1,0.2,0.5,0.5,0.2,0.5,0.7,0.5,0.2,0.1,0,0.5,1.6,0.333,0.313,0.5,0.833,0.436,0.361,"G","NOP",110,115,0,0.1,0.065,-3.4,0.2,-3.3,0,8.4,3.4,9.9,6.7,9.2,1.5,1.5,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2792",2792,"Gary Leonard",0.1,"1989-90","1991-92","22-24",31,0,4.8,0.5,1.2,0.5,1.2,0,0,0.3,0.6,0.4,0.7,1.1,0.1,0.1,0.3,0.3,1,1.4,0.459,0.472,0,0.5,0.48,0.459,"C","ATL,MIN",93,106,-0.1,0.2,0.029,-6.7,-0.2,-6.9,-0.2,8.6,9.7,17.6,13.4,2.2,1.4,4.4,16.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2793",2793,"Nate Johnston",0.1,"1989-90","1989-90","23",21,0,4.1,0.9,2.3,0.8,2.1,0,0.2,0.4,0.6,0.6,0.5,1.1,0,0.1,0.4,0.3,0.5,2.2,0.375,0.386,0.25,0.692,0.428,0.385,"F","POR,UTA",95,102,-0.1,0.2,0.05,-3.5,-1,-4.5,-0.1,14.1,16.4,12.7,14.5,1.6,1.6,5.6,10,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2794",2794,"Chad Gallagher",0.1,"1993-94","1993-94","24",2,0,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,1,"C","UTA",200,111,0.1,0,1.442,20.4,9.6,30.1,0,66.8,0,0,0,0,0,0,0,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2795",2795,"John Coker",0.1,"1995-96","2000-01","24-29",25,0,5.6,0.7,1.8,0.7,1.8,0,0,0.2,0.2,0.5,0.7,1.2,0.1,0.1,0.1,0.2,0.9,1.6,0.409,0.409,0,0.833,0.44,0.409,"C","GSW,PHO,WAS",95,107,0,0.1,0.031,-3.5,-1.9,-5.5,-0.1,8.9,9.4,14.3,11.8,3.7,0.7,1.6,7.9,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2796",2796,"Alvin Jones",0.1,"2001-02","2001-02","23",23,0,5.5,0.3,0.9,0.3,0.9,0,0,0.4,0.9,0.6,1,1.6,0.1,0.1,0.4,0.5,1.5,1.1,0.4,0.4,0,0.5,0.451,0.4,"C","PHI",82,96,-0.2,0.3,0.034,-9.5,0.9,-8.7,-0.2,6.2,11.8,20.5,16.2,3.7,1.3,5.4,27.6,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2797",2797,"Marques Bragg",0.1,"1995-96","1995-96","25",53,0,7,1,2.3,1,2.3,0,0,0.4,0.8,0.7,0.8,1.5,0.2,0.3,0.2,0.5,1.3,2.5,0.45,0.45,0,0.561,0.475,0.45,"F","MIN",93,108,-0.3,0.3,0.012,-4.6,-1,-5.6,-0.3,9.8,12.3,13.3,12.8,3.6,2.4,1.7,15.8,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2798",2798,"Ariel Hukporti",0.1,"2024-25","2024-25","22",25,0,8.7,0.8,1.2,0.8,1.2,0,0,0.2,0.5,0.6,1.5,2,0.4,0,0.6,0.8,1.3,1.9,0.677,0.677,0,0.462,0.654,0.677,"C","NYK",95,113,-0.2,0.3,0.02,-6.5,0.9,-5.6,-0.2,7.6,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2799",2799,"Isaiah Hicks",0.1,"2017-18","2018-19","23-24",21,0,13,1.8,3.8,1.7,3.4,0.1,0.4,0.8,1.1,0.6,1.7,2.3,0.9,0.1,0.3,0.8,2.4,4.4,0.463,0.493,0.222,0.696,0.51,0.475,"F","NYK",98,113,-0.1,0.1,0.016,-5.9,-0.8,-6.7,-0.3,8,4.8,14.6,9.7,9.5,0.5,2.2,15.9,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2800",2800,"Jameel Warney",0.1,"2017-18","2017-18","24",3,0,9,2.3,4,2.3,4,0,0,1,1.7,1.3,1.7,3,0,0,0,0.3,0.7,5.7,0.583,0.583,0,0.6,0.599,0.583,"F","DAL",119,113,0.1,0,0.157,2.5,-2.7,-0.2,0,22.6,15.9,21.3,18.5,0,0,0,6.6,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2801",2801,"Korleone Young",0.1,"1998-99","1998-99","20",3,0,5,1.7,3.3,1.3,2,0.3,1.3,0.7,0.7,0.7,0.7,1.3,0.3,0,0,0.3,1,4.3,0.5,0.667,0.25,1,0.597,0.55,"F","DET",118,105,0.1,0,0.28,9.9,-0.5,9.4,0,31.3,16.2,16.4,16.3,18.8,0,0,8.4,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2802",2802,"Ivan McFarlin",0.1,"2006-07","2006-07","24",11,0,3.7,0.5,1.2,0.5,1.1,0,0.1,0.5,0.6,0.6,0.4,1,0.1,0,0,0.1,0.7,1.4,0.385,0.417,0,0.714,0.466,0.385,"F","PHI",112,112,0.1,0,0.102,-1.4,-3.8,-5.2,0,12.2,20.6,11.7,16.1,4,0,0,5.9,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2803",2803,"Terquavion Smith",0.1,"2023-24","2023-24","21",16,0,5.3,1.1,2.9,0.3,0.7,0.8,2.2,0.2,0.3,0,0.3,0.3,0.8,0.5,0,0.4,0.5,3.3,0.391,0.455,0.371,0.6,0.539,0.533,"G","PHI",103,111,0,0.1,0.05,0.3,0.5,0.8,0.1,14.8,0,5.4,2.6,22.1,4.7,0,12.7,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2804",2804,"Mac McClung",0.1,"2021-22","2024-25","23-26",6,0,12.7,2,4.7,1.2,2.2,0.8,2.5,0.7,1,0.5,1.8,2.3,2.2,0.2,0.2,1,1.7,5.5,0.429,0.538,0.333,0.667,0.539,0.518,"G","CHI,LAL,ORL,PHI",107,115,0,0.1,0.055,-2.9,-1.4,-4.3,0,12,4.7,16.5,10.6,25.7,0.6,1.2,16.4,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2805",2805,"Bryce Cotton",0.1,"2014-15","2015-16","22-23",23,0,8.6,1.4,3.4,1.1,2.4,0.3,1,0.7,0.8,0.1,0.7,0.8,0.8,0.3,0,0.7,0.3,3.8,0.418,0.464,0.304,0.833,0.506,0.462,"G","MEM,PHO,UTA",95,109,0,0.1,0.021,-2,-1.5,-3.5,-0.1,12,1.8,8.7,5.3,15.8,1.8,0,16.4,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2806",2806,"Eric Mika",0.1,"2019-20","2019-20","25",1,0,19,2,3,2,3,0,0,2,2,2,5,7,0,0,0,0,5,6,0.667,0.667,0,1,0.773,0.667,"C","SAC",173,113,0.1,0,0.218,-1.9,-1.5,-3.4,0,13.9,11.6,30.4,20.7,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2807",2807,"Ray Epps",0.1,"1978-79","1978-79","22",13,0,5.5,0.8,1.8,0.8,1.8,0,0,0.5,0.6,0,0.4,0.4,0.2,0.1,0,0.2,0.5,2,0.435,0.435,0,0.75,0.49,0.435,"F","GSW",102,107,0,0,0.057,-3.8,-0.4,-4.2,0,7.9,0,7.5,3.7,3.6,0.7,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2808",2808,"Eric Dawson",0.1,"2011-12","2011-12","27",4,0,9.8,1.8,3,1.8,3,0,0,0.3,0.5,1.3,1.3,2.5,0,0.3,0.5,0.8,1.5,3.8,0.583,0.583,0,0.5,0.582,0.583,"F","SAS",104,102,0,0.1,0.106,-3.2,-2.7,-5.9,0,14.6,15,14.4,14.7,0,1.3,3.7,18.9,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2809",2809,"Tyson Wheeler",0.1,"1998-99","1998-99","23",1,0,3,1,1,0,0,1,1,1,2,0,0,0,2,0,0,0,1,4,1,0,1,0.5,1.064,1.5,"G","DEN",220,119,0.1,0,1.367,42.5,8.5,51.1,0,76.1,0,0,0,100,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2810",2810,"Stan Kimbrough",0.1,"1989-90","1992-93","23-26",13,0,5,0.7,1.7,0.6,1.5,0.1,0.2,0.2,0.2,0.3,0.2,0.5,0.5,0.4,0,0.3,0.4,1.6,0.409,0.4,0.5,1,0.459,0.432,"G","DET,SAC",97,104,0,0.1,0.063,-2.2,2.8,0.6,0,11.2,7,5.2,6.1,13.1,3.9,0,14.9,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2811",2811,"Ray Spalding",0.1,"2018-19","2020-21","21-23",16,0,10.4,1.7,3.2,1.7,2.9,0,0.3,0.3,0.9,1.1,2.2,3.3,0.3,0.6,0.6,0.8,1.6,3.6,0.529,0.574,0,0.286,0.507,0.529,"F","DAL,HOU,PHO",94,109,-0.1,0.2,0.024,-5.2,-1,-6.2,-0.2,13.1,11,23.6,17.2,4.6,2.6,5.1,17.4,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2812",2812,"Matt Costello",0.1,"2017-18","2017-18","24",4,0,8,0.5,1,0.5,1,0,0,0,0,0.3,2,2.3,0.5,0.5,0.5,0.3,1.8,1,0.5,0.5,0,0,0.5,0.5,"F","SAS",101,96,0,0.1,0.127,-6,5.3,-0.7,0,9.7,3.4,27.9,15.6,8.3,3.2,5.2,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2813",2813,"John Kuester",0.1,"1978-79","1979-80","23-24",57,0,5.5,0.5,1.5,0.5,1.5,0,0,0.3,0.4,0.1,0.3,0.5,0.9,0.4,0,0.4,0.6,1.3,0.326,0.329,0,0.857,0.388,0.326,"G","DEN,IND",86,103,-0.3,0.4,0.013,-4.2,1.1,-3.2,-0.1,8.2,2.7,6.4,4.5,21,3.6,0.3,20.8,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2814",2814,"Omari Johnson",0.1,"2017-18","2017-18","28",4,0,18.8,2.3,5.3,1.3,2.3,1,3,0,0,1,1.8,2.8,1.8,0.5,0,0.8,1.5,5.5,0.429,0.556,0.333,0,0.524,0.524,"F","MEM",108,114,0.1,0,0.053,-1.8,-2.7,-4.5,0,10.5,6,11.1,8.5,14.5,1.3,0,12.5,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2815",2815,"Marcus Garrett",0.1,"2021-22","2024-25","23-26",16,0,12.9,1,3,0.8,2.3,0.3,0.8,0.3,0.6,0.6,1.2,1.8,1.3,0.5,0.3,0.5,1.6,2.6,0.333,0.333,0.333,0.556,0.395,0.375,"G","CHO,MIA",95,112,-0.2,0.2,0.019,-6,-0.2,-6.3,-0.2,6.2,5.5,10.2,7.8,13.9,1.9,2.5,13.3,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2816",2816,"Andre Ingram",0.1,"2017-18","2018-19","32-33",6,0,13.2,1.3,3.8,0.5,1.8,0.8,2,0.5,0.5,0.3,1,1.3,1.2,0.7,0.5,0.7,0.5,4,0.348,0.273,0.417,1,0.493,0.457,"G","LAL",97,107,0,0.1,0.05,-1.4,1.1,-0.3,0,10.9,2.7,8,5.4,12.4,2.4,3.1,14.1,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2817",2817,"Darius Days",0.1,"2022-23","2022-23","23",4,0,6.3,1.3,3,0.5,0.5,0.8,2.5,0.5,0.5,0.3,1.3,1.5,0.3,0,0.3,0,0.5,3.8,0.417,1,0.3,1,0.582,0.542,"F","HOU",132,120,0.1,0,0.156,4.7,-1.2,3.5,0,18.3,4.3,22.2,13.2,6.2,0,3.9,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2818",2818,"Jules Bernard",0.1,"2023-24","2023-24","24",19,0,7.8,1.5,3.4,0.9,1.8,0.6,1.5,0.3,0.5,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9,0.453,0.514,0.379,0.556,0.544,0.539,"F","WAS",109,122,0,0,0.026,-0.6,-2.5,-3,0,12.7,7,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2819",2819,"Edmund Lawrence",0.1,"1980-81","1980-81","28",3,0,6.3,1.7,2.7,1.7,2.7,0,0,0.7,1.3,0.7,0.7,1.3,0.3,0.3,0,0.3,2,4,0.625,0.625,0,0.5,0.615,0.625,"C","DET",119,104,0.1,0,0.201,-3.8,0.1,-3.7,0,19.4,11.6,13,12.2,9.5,2.5,0,9.3,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2820",2820,"Eric Washington",0.1,"1997-98","1998-99","23-24",104,0,22.1,2.6,6.6,1.9,4.3,0.8,2.3,0.8,1.1,0.8,1.3,2.1,1,0.8,0.4,1,2.2,6.9,0.402,0.431,0.346,0.757,0.489,0.461,"G","DEN",98,114,0.4,-0.3,0.002,-2.1,-1.4,-3.5,-0.9,9.5,4,7,5.5,8.4,1.8,1.4,12.6,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2821",2821,"David Stockton",0.1,"2014-15","2017-18","23-26",6,0,7,0.7,1.5,0.2,0.7,0.5,0.8,1.2,1.7,0,0.3,0.3,1.5,0.3,0,0.8,0.7,3,0.444,0.25,0.6,0.7,0.672,0.611,"G","SAC,UTA",108,110,0.1,0,0.087,-0.3,-1.1,-1.3,0,15.7,0,5.2,2.7,30.7,2.4,0,27.2,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2822",2822,"E.J. Liddell",0.1,"2023-24","2024-25","23-24",20,0,3.8,0.5,1.1,0.3,0.3,0.2,0.8,0.2,0.2,0.2,0.6,0.7,0.2,0.2,0.2,0.2,0.7,1.3,0.429,1,0.2,1,0.549,0.5,"F","CHI,NOP",103,113,0,0.1,0.048,-4.5,0.2,-4.3,0,9,4.2,15.4,9.9,6.9,1.9,3.8,14.9,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2823",2823,"Mangok Mathiang",0.1,"2017-18","2017-18","25",4,0,5,1,1.8,1,1.8,0,0,0,0.3,0.8,1.8,2.5,0,0.3,0,0,1.3,2,0.571,0.571,0,0,0.538,0.571,"C-F","CHO",122,103,0,0,0.183,-3.3,-1.3,-4.6,0,18,16,38.5,27.1,0,2.4,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2824",2824,"Matt Wenstrom",0.1,"1993-94","1993-94","23",11,0,3.4,0.5,0.9,0.5,0.9,0,0,0.5,0.9,0.5,0.5,1.1,0,0,0.2,0.4,0.6,1.6,0.6,0.6,0,0.6,0.625,0.6,"C","BOS",107,109,0,0,0.098,-2.2,-1.6,-3.7,0,15.6,18.2,18.4,18.3,0,0,3.4,21.7,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2825",2825,"Cedric Simmons",0.1,"2006-07","2008-09","21-23",75,0,9.4,0.9,2.3,0.9,2.3,0,0,0.3,0.8,0.7,1.1,1.9,0.2,0.1,0.4,0.4,1.2,2.2,0.409,0.409,0,0.39,0.414,0.409,"F","CHI,CLE,NOK,SAC",88,107,-0.6,0.7,0.005,-4.8,-0.2,-5,-0.5,7.3,8.8,14.4,11.5,3.1,0.8,3.6,13.2,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2826",2826,"Wayne Sappleton",0.1,"1984-85","1984-85","24",33,0,9,1.2,2.6,1.2,2.6,0,0,0.4,1,0.8,1.4,2.3,0.2,0.2,0.1,0.6,1.5,2.9,0.471,0.471,0,0.412,0.471,0.471,"F","NJN",92,108,-0.2,0.3,0.012,-4.9,-1.5,-6.3,-0.3,7.7,10.2,18.3,14.1,3,1.1,0.8,17.1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2827",2827,"Matthew Hurt",0.1,"2023-24","2023-24","23",8,0,14.1,1.5,4.3,0.9,1.8,0.6,2.5,0.4,0.4,1.1,0.9,2,0.5,0.4,0.4,0.3,1,4,0.353,0.5,0.25,1,0.453,0.426,"F","MEM",104,117,0,0.1,0.031,-3,-0.7,-3.7,-0.1,8.4,8.4,7.1,7.7,5.1,1.3,2.5,5.4,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2828",2828,"Scott Meents",0.1,"1989-90","1990-91","26-27",39,0,5.2,0.7,1.8,0.6,1.8,0,0,0.5,0.7,0.3,0.8,1,0.4,0.3,0.2,0.4,0.4,1.8,0.361,0.352,1,0.704,0.429,0.368,"F","SEA",92,106,-0.2,0.3,0.017,-2.6,1,-1.6,0,11.2,5.7,18.2,11.7,10,2.7,2.3,15.2,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2829",2829,"Antonio Burks",0.1,"2004-05","2005-06","24-25",81,0,9.7,1,2.5,0.9,2.3,0,0.2,0.3,0.5,0.1,0.5,0.6,1.3,0.4,0,0.6,0.9,2.3,0.387,0.401,0.235,0.571,0.418,0.397,"G","MEM",87,105,-0.9,1,0.004,-5.3,0.4,-5,-0.6,7.2,0.8,6.7,3.8,22.1,2.3,0.1,17.7,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2830",2830,"Jordan Ford",0.1,"2023-24","2023-24","25",6,0,3.7,0.7,1.2,0.3,0.7,0.3,0.5,0.3,0.3,0,0.3,0.3,0.3,0,0,0.2,0,2,0.571,0.5,0.667,1,0.761,0.714,"G","SAC",138,121,0.1,0,0.157,3.3,-1.1,2.2,0,16.8,0,10.4,5.1,12.8,0,0,11.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2831",2831,"Yuri Collins",0.1,"2024-25","2024-25","23",2,0,8,0.5,1.5,0.5,1.5,0,0,0,0,1,0.5,1.5,2,1,0,0,2.5,1,0.333,0.333,0,0,0.333,0.333,"G","GSW",141,105,0,0,0.214,-6.2,6.5,0.3,0,13.9,13.1,6.9,10.1,31.9,6.1,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2832",2832,"Essie Hollis",0.1,"1978-79","1978-79","23",25,0,6.2,1.2,3,1.2,3,0,0,0.4,0.5,0.8,1,1.8,0.2,0.4,0,0.6,1.1,2.8,0.4,0.4,0,0.75,0.43,0.4,"F","DET",90,102,-0.1,0.2,0.022,-3.8,-0.5,-4.3,-0.1,11.8,13.7,16.7,15.2,5.2,3.2,0.3,14.8,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2833",2833,"Malcolm Thomas",0.1,"2011-12","2014-15","23-26",40,0,8.2,0.8,1.7,0.7,1.5,0,0.3,0.4,0.6,0.7,1.7,2.4,0.4,0.2,0.2,0.6,0.8,1.9,0.435,0.5,0.091,0.6,0.475,0.442,"F","CHI,GSW,PHI,SAS,UTA",87,105,-0.3,0.4,0.01,-4.9,-1,-5.9,-0.3,8.4,8.8,23.8,16.1,6.6,0.9,1.6,23.8,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
