"","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"2717",2717,"Brice Johnson",0.1,"2016-17","2017-18","22-23",21,0,5.1,1,2.3,1,2.3,0,0,0.1,0.2,0.5,1.1,1.6,0.1,0.5,0.3,0.3,0.6,2.2,0.449,0.458,0,0.6,0.459,0.449,"F","LAC,MEM",92,97,-0.1,0.3,0.062,-2.5,1.9,-0.6,0,18.1,10.6,25.4,18,4.7,5.1,5.8,10.5,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2718",2718,"Doron Lamb",0.1,"2012-13","2013-14","21-22",100,0,12.7,1.2,3.2,0.7,2,0.5,1.3,0.5,0.7,0.2,0.8,1,0.8,0.2,0,0.5,1.1,3.5,0.381,0.372,0.394,0.7,0.488,0.458,"G","MIL,ORL",95,112,-0.3,0.4,0.005,-4.2,-1.6,-5.8,-1.2,6.3,1.4,7,4.2,8.8,1,0.1,13,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2719",2719,"E.C. Coleman",0.1,"1978-79","1978-79","28",6,0,6.5,0.8,1.2,0.8,1.2,0,0,0.2,0.2,0.2,1,1.2,0.2,0.3,0,0,1.8,1.8,0.714,0.714,0,1,0.739,0.714,"F","HOU",159,105,0.1,0,0.169,-3.7,0.4,-3.2,0,10.9,2.8,16.5,9.8,3.2,2.4,0,0,7.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2720",2720,"Mike Davis",0.1,"1982-83","1982-83","26",8,0,3.5,0.5,1.3,0.5,1.3,0,0,0.8,1.3,0.4,0.9,1.3,0,0,0.5,0,0.5,1.8,0.4,0.4,0,0.6,0.486,0.4,"F","NYK",116,93,0.1,0.1,0.235,-3.4,0.4,-3,0,21.1,12.4,29.7,20.9,0,0,8.8,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2721",2721,"Rick Hughes",0.1,"1999-00","1999-00","26",21,0,10.7,1.7,3.4,1.7,3.4,0,0,0.6,1.2,1.1,1.2,2.3,0.4,0.1,0,0.7,1.4,3.9,0.486,0.493,0,0.462,0.491,0.486,"F","DAL",98,110,0.1,0.1,0.029,-2.4,-2.6,-5,-0.2,10.9,11.6,11.9,11.8,6.1,0.7,0.3,14.4,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2722",2722,"Etdrick Bohannon",0.1,"1997-98","2000-01","24-27",26,0,5.8,0.3,0.8,0.3,0.8,0,0,0.7,1.1,0.7,1,1.7,0.2,0.1,0.4,0.5,1.2,1.4,0.429,0.429,0,0.679,0.555,0.429,"F","CLE,IND,LAC,NYK,WAS",97,106,0,0.1,0.043,-5.2,-0.8,-6,-0.1,10.2,13.3,19.7,16.4,5.8,0.7,4.6,29.6,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2723",2723,"Devin Gray",0.1,"1996-97","1999-00","24-27",27,0,6.4,0.9,2.3,0.9,2.3,0,0,0.8,1.3,0.6,0.8,1.4,0.3,0.3,0.1,0.3,1.2,2.5,0.365,0.365,0,0.618,0.43,0.365,"F","HOU,SAC,SAS",95,105,0,0.2,0.037,-5.1,-1,-6.1,-0.2,11.3,11.3,14.4,12.9,6.4,2.7,1.1,10.3,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2724",2724,"Steve Sheppard",0.1,"1978-79","1978-79","24",42,0,6.6,0.9,1.8,0.9,1.8,0,0,0.5,0.8,0.6,0.5,1.1,0.5,0.2,0,0.6,0.6,2.2,0.474,0.474,0,0.588,0.506,0.474,"F","CHI,DET",95,107,0,0.2,0.023,-2.8,-0.8,-3.6,-0.1,9.2,9.5,8.5,9,8.9,1.3,0.2,21.6,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2725",2725,"Myke Henry",0.1,"2017-18","2017-18","25",20,0,18.9,2.1,5.5,1.1,2.6,1,2.9,0.3,0.5,0.5,1.4,1.9,1.1,1.6,0.3,1,1.4,5.4,0.376,0.431,0.328,0.6,0.472,0.463,"F","MEM",91,107,-0.3,0.4,0.017,-3.1,1.8,-1.3,0.1,9.7,3,8.8,5.8,8.9,4.1,1.5,14.4,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2726",2726,"Gabe York",0.1,"2021-22","2022-23","28-29",5,0,15.4,2,5.6,0.6,0.8,1.4,4.8,1,1.4,0,1.6,1.6,1.8,0.8,0.2,0.2,1.8,6.4,0.357,0.75,0.292,0.714,0.515,0.482,"G","IND",115,117,0.1,0.1,0.082,-2.2,-0.7,-2.9,0,12.1,0,11.6,5.8,15.8,2.5,1.1,3.1,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2727",2727,"Martin Lewis",0.1,"1995-96","1996-97","20-21",25,0,9.6,1.4,3,1.3,2.6,0.1,0.4,0.6,1.1,0.8,0.6,1.4,0.3,0.4,0.2,0.6,1.2,3.6,0.473,0.5,0.3,0.593,0.518,0.493,"F","TOR",100,113,0,0.1,0.026,-2.8,-2.2,-5,-0.2,11.2,9.3,8,8.7,4.8,1.9,1.6,14.9,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2728",2728,"Ben Davis",0.1,"1996-97","1999-00","24-27",40,0,3.9,0.5,1.5,0.5,1.5,0,0,0.3,0.7,0.8,0.6,1.3,0.1,0.2,0.1,0.2,0.6,1.4,0.356,0.356,0,0.462,0.383,0.356,"F","NYK,PHO",93,104,-0.1,0.2,0.04,-2.6,-2.9,-5.5,-0.1,12.5,23.2,17,20,7.8,2,0.9,9,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2729",2729,"Gundars Vetra",0.1,"1992-93","1992-93","25",13,0,6.8,1.5,3.1,1.2,2.8,0.2,0.2,0.3,0.5,0.3,0.3,0.6,0.5,0.2,0,0.2,0.9,3.5,0.475,0.432,1,0.667,0.528,0.513,"F","MIN",111,116,0.1,0,0.07,0.4,-2.1,-1.7,0,13.6,5.5,5.4,5.4,12.2,1.1,0,4.5,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2730",2730,"Theo Pinson",0.1,"2018-19","2022-23","23-27",127,0,8.5,0.9,2.9,0.4,1.1,0.5,1.8,0.4,0.5,0.2,1.2,1.4,1.1,0.3,0.1,0.5,0.8,2.7,0.32,0.416,0.261,0.902,0.444,0.401,"G","BRK,DAL,NYK",94,112,-1,1.1,0.006,-4.4,-0.2,-4.6,-0.7,7.7,2.6,15.4,9.1,18.2,1.5,0.6,15,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2731",2731,"Bubbles Hawkins",0.1,"1978-79","1978-79","24",4,0,7,1.5,4,1.5,4,0,0,1.5,1.5,0.8,0.8,1.5,1,1.3,0,0.5,1.8,4.5,0.375,0.375,0,1,0.483,0.375,"G","DET",109,94,0.1,0.1,0.221,-3.4,1.1,-2.3,0.1,23.8,10.8,11.5,11.1,19.8,8,0,9.7,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2732",2732,"Manny Harris",0.1,"2010-11","2016-17","21-27",93,0,17.1,2.1,5.6,1.6,4,0.6,1.6,1.3,1.8,0.6,2.1,2.7,1.4,0.5,0.2,1.1,1.1,6.2,0.38,0.39,0.353,0.738,0.481,0.43,"G","CLE,DAL,LAL",95,111,-0.6,0.7,0.004,-2.1,-1.3,-3.3,-0.5,10.7,4,14.4,9,13.3,1.6,0.7,14.5,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2733",2733,"Chris Livingston",0.1,"2023-24","2024-25","20-21",42,0,4.7,0.5,1.2,0.5,0.9,0,0.3,0.4,0.5,0.3,1,1.3,0.2,0.2,0,0.3,0.5,1.3,0.408,0.528,0.077,0.75,0.484,0.418,"F","MIL",99,113,-0.1,0.2,0.031,-5.9,-1.1,-7,-0.2,8.5,7.5,23.2,15.6,6.6,1.7,0,16,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2734",2734,"Gerald Fitch",0.1,"2005-06","2005-06","23",18,0,13.3,1.7,4.9,1.3,3.5,0.4,1.4,0.9,1.3,0.4,1.3,1.7,1.8,0.4,0.3,0.8,1.6,4.7,0.337,0.365,0.269,0.739,0.424,0.376,"G","MIA",93,105,-0.1,0.3,0.026,-3.2,-0.3,-3.5,-0.1,10.2,3.6,10.9,7.4,21.5,1.5,1.6,13.1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2735",2735,"Dell Demps",0.1,"1993-94","1996-97","23-26",20,0,5.4,1.1,2.1,1,2,0.1,0.2,0.8,1.1,0.1,0.4,0.5,0.5,0.3,0.1,0.7,0.6,3,0.5,0.513,0.333,0.762,0.576,0.512,"G","GSW,ORL,SAS",98,105,0,0.1,0.057,-3.3,0.7,-2.6,0,14.4,2.1,6.9,4.6,14.1,2.8,0.7,20.2,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2736",2736,"Kenton Edelin",0.1,"1984-85","1984-85","22",10,0,14.3,0.4,1.3,0.4,1.3,0,0,0.3,0.8,0.8,1.8,2.6,1,0.5,0.4,0.3,3.9,1.1,0.308,0.308,0,0.375,0.333,0.308,"F","IND",93,107,0,0.2,0.042,-5.9,1.8,-4.2,-0.1,3.3,5.9,13.4,9.6,8.2,1.6,1.6,15.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2737",2737,"Rob Dillingham",0.1,"2024-25","2024-25","20",49,0,10.5,1.9,4.3,1.4,2.8,0.5,1.5,0.2,0.3,0.2,0.8,1,2,0.4,0,1.1,0.8,4.5,0.441,0.496,0.338,0.533,0.503,0.5,"G","MIN",99,114,-0.4,0.6,0.012,-3.3,-0.9,-4.2,-0.3,10.2,2.6,8,5.4,28.4,1.9,0.2,19.6,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2738",2738,"DeQuan Jones",0.1,"2012-13","2012-13","22",63,0,12.7,1.5,3.5,1.4,2.9,0.1,0.6,0.5,0.8,0.3,1.4,1.7,0.3,0.3,0.3,0.5,0.9,3.7,0.436,0.47,0.257,0.667,0.485,0.456,"F","ORL",93,110,-0.3,0.4,0.007,-3.8,-0.8,-4.5,-0.5,8.4,2.4,12.4,7.4,3,1.2,2.1,11.1,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2739",2739,"Dee Brown_1",0.1,"2006-07","2008-09","22-24",68,0,10.5,0.7,2.2,0.5,1.4,0.2,0.8,0.4,0.6,0.2,0.8,1,1.8,0.5,0.1,0.7,1.2,2.1,0.34,0.389,0.25,0.643,0.423,0.384,"G","PHO,UTA,WAS",92,110,-0.4,0.5,0.008,-3.6,0.6,-3,-0.2,7.9,2.5,9.2,5.8,23.9,2.4,0.8,22.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2740",2740,"Les Jepsen",0.1,"1990-91","1991-92","23-24",52,0,3.7,0.4,1.2,0.4,1.1,0,0,0.3,0.4,0.6,0.7,1.3,0,0,0.2,0.1,0.6,1,0.333,0.345,0,0.65,0.385,0.333,"C","GSW,SAC",97,109,0,0.2,0.031,-4.5,-3.4,-8,-0.3,8.8,16.5,21.6,19,1.4,0.5,2.4,8,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2741",2741,"Julian Washburn",0.1,"2018-19","2018-19","27",18,0,14.1,0.9,2.7,0.6,1.3,0.3,1.3,0.2,0.2,0.4,1.8,2.3,0.8,0.7,0.1,0.4,0.9,2.2,0.333,0.458,0.208,0.75,0.402,0.385,"F","MEM",89,108,-0.2,0.3,0.023,-5.1,0.5,-4.6,-0.2,6.5,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2742",2742,"Johnny Taylor",0.1,"1997-98","1999-00","23-25",54,0,16,1.9,4.6,1.3,3.3,0.5,1.3,0.5,0.7,0.7,1.6,2.2,0.5,0.6,0.4,0.8,2.3,4.7,0.402,0.404,0.394,0.718,0.481,0.458,"F","DEN,ORL",94,109,0,0.2,0.007,-3.3,-0.8,-4,-0.4,8.7,4.7,11.6,8,5.1,2,1.6,14.2,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2743",2743,"Semaj Christon",0.1,"2016-17","2016-17","24",64,0,15.2,1.2,3.5,1,2.5,0.2,1,0.3,0.5,0.3,1.1,1.4,2,0.4,0.1,0.7,1.2,2.9,0.345,0.406,0.19,0.548,0.387,0.372,"G","OKC",91,111,-0.7,0.8,0.006,-4.8,-0.3,-5.1,-0.8,5.7,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2744",2744,"Gus Bailey",0.1,"1978-79","1979-80","27-28",22,0,8.6,0.8,1.9,0.8,1.9,0.1,0.1,0.2,0.6,0.4,1,1.4,1.3,0.3,0.2,0.5,0.9,1.9,0.429,0.415,1,0.385,0.44,0.44,"G-F","NOJ,WSB",92,106,-0.1,0.2,0.031,-3.1,1.2,-1.9,0,9.1,4.2,11.8,7.9,18.6,1.7,1.1,20.1,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2745",2745,"Thomas Welsh",0.1,"2018-19","2018-19","22",11,0,3.3,0.6,1.2,0.4,0.5,0.3,0.6,0.1,0.2,0,0.4,0.4,0.5,0,0,0.1,0.3,1.6,0.538,0.667,0.429,0.5,0.648,0.654,"C","DEN",130,115,0.1,0,0.162,2.2,-1.1,1.2,0,16.1,0,12.1,6,20.5,0,0,6.7,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2746",2746,"Nae'Qwan Tomlin",0.1,"2024-25","2024-25","24",5,0,12.6,2.6,6.4,2.2,4.4,0.4,2,1.6,2.2,1.8,2.4,4.2,0.4,0,0.2,0.4,1.8,7.2,0.406,0.5,0.2,0.727,0.489,0.438,"F","CLE",112,115,0.1,0.1,0.093,-3,-2.4,-5.5,-0.1,14.4,15.9,20.1,18.1,4.4,0,1.4,5.1,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2747",2747,"Jacky Dorsey",0.1,"1978-79","1980-81","24-26",49,0,7.4,0.9,2.3,0.9,2.3,0,0,0.4,0.8,0.7,1.6,2.3,0.2,0.2,0.1,0.4,1.5,2.2,0.389,0.389,0,0.512,0.416,0.389,"F","HOU,SEA",88,103,-0.3,0.5,0.016,-5,-0.8,-5.8,-0.4,7.5,10.8,22.6,16.9,4,1.3,0.4,14.4,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2748",2748,"Kendall Brown",0.1,"2022-23","2023-24","19-20",21,0,4.9,0.6,1,0.6,0.9,0,0.1,0.3,0.5,0.2,0.3,0.5,0.4,0.2,0,0.2,0.9,1.4,0.545,0.632,0,0.6,0.568,0.545,"G-F","IND",116,121,0.1,0,0.055,-5.3,0,-5.3,-0.1,8.2,5.5,6.5,6,9.5,1.8,0,13.2,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2749",2749,"Kyshawn George",0.1,"2024-25","2024-25","21",68,0,26.5,3,8,1.3,2.8,1.7,5.2,1,1.4,0.7,3.5,4.2,2.5,1,0.7,1.4,3,8.7,0.372,0.464,0.322,0.753,0.503,0.476,"G","WAS",100,118,-0.9,1.1,0.003,-3.8,-0.3,-4.1,-0.9,8.8,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2750",2750,"Rudy White",0.1,"1979-80","1980-81","26-27",25,0,12.6,1.4,3.6,1.4,3.5,0,0,1,1.2,0,0.8,0.8,1,0.6,0,0.8,1.2,3.9,0.404,0.409,0,0.862,0.477,0.404,"G","GSW,HOU,SEA",94,108,-0.1,0.2,0.018,-3.9,0,-3.9,-0.2,7.6,0.4,6.7,3.5,10.5,2.1,0.2,16.4,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2751",2751,"Troy Caupain",0.1,"2018-19","2018-19","23",4,0,4,1,2,0.5,1.3,0.5,0.8,0,0,0.3,0.5,0.8,1,0.3,0,0,0,2.5,0.5,0.4,0.667,0,0.625,0.625,"G","ORL",144,107,0.1,0,0.347,9.6,3.7,13.3,0.1,30.7,6.6,13.6,10,42.5,3.1,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2752",2752,"Earl Evans",0.1,"1979-80","1979-80","24",36,0,10.6,1.8,3.9,1.6,3.4,0.2,0.5,0.7,1.2,0.7,1.4,2.1,1,0.4,0,1,1.8,4.4,0.45,0.459,0.389,0.571,0.495,0.475,"F","DET",95,110,-0.1,0.2,0.015,-2.8,-1.2,-4,-0.2,10.3,7.1,13.6,10.3,12.9,1.6,0.1,18.5,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2753",2753,"Howard Wright",0.1,"1990-91","1992-93","23-25",19,0,9.2,1.2,2.7,1.2,2.7,0,0.1,0.8,1.4,0.7,1.8,2.5,0.2,0.2,0.3,0.6,1.5,3.3,0.442,0.451,0,0.615,0.489,0.442,"F","ATL,DAL,ORL",95,108,-0.1,0.2,0.032,-4.2,-0.7,-4.9,-0.1,9.8,8,21.9,14.8,2.4,1.1,1.7,14.8,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2754",2754,"Tyrone Wallace",0.1,"2017-18","2021-22","23-27",112,0,15.3,2,4.7,1.8,4,0.2,0.7,0.9,1.4,0.4,1.7,2.1,1.1,0.5,0.2,0.8,1.7,5.1,0.422,0.462,0.207,0.656,0.474,0.438,"G","ATL,LAC,NOP",94,112,-1.1,1.2,0.003,-4.6,-0.6,-5.2,-1.4,8.1,2.8,11.9,7.4,10.4,1.6,1.1,13.6,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2755",2755,"Brodric Thomas",0.1,"2020-21","2021-22","24-25",44,0,10.4,1.1,2.9,0.7,1.3,0.4,1.5,0.8,1.2,0.2,1.2,1.4,0.9,0.4,0.3,0.6,1.1,3.3,0.373,0.5,0.265,0.667,0.492,0.444,"G","BOS,CLE,HOU",97,113,-0.3,0.4,0.012,-4.5,0.3,-4.2,-0.3,8.2,2.4,13.1,7.6,12.7,1.7,2.1,15.9,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2756",2756,"John McCullough",0.1,"1981-82","1981-82","25",8,0,2.9,1.1,1.6,1.1,1.6,0,0,0.4,0.6,0.1,0.4,0.5,0.4,0.3,0,0.4,0.4,2.6,0.692,0.692,0,0.6,0.691,0.692,"G","PHO",115,99,0.1,0,0.239,-3,0.6,-2.4,0.1,30.7,4.9,14.1,9.6,26.4,4.2,0,16.5,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2757",2757,"Garret Siler",0.1,"2010-11","2010-11","24",21,0,4.8,0.8,1.5,0.8,1.5,0,0,0.5,1,0.8,0.6,1.3,0.1,0,0.2,0.5,1,2.1,0.548,0.548,0,0.5,0.553,0.548,"C","PHO",103,111,0.1,0.1,0.054,-3.5,-2.3,-5.8,-0.1,13.5,18.3,13.7,16,4.7,0.5,2.9,19.7,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2758",2758,"Tom Piotrowski",0.1,"1983-84","1983-84","23",18,0,4.3,0.7,1.4,0.7,1.4,0,0,0.3,0.3,0.3,0.6,0.9,0.3,0.1,0.2,0.3,1.2,1.7,0.462,0.462,0,1,0.524,0.462,"C","POR",104,109,0,0.1,0.07,-4.5,0,-4.6,-0.1,9.2,8.9,15.6,12.1,8.4,0.6,2.3,17.3,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2759",2759,"Derrick Byars",0.1,"2011-12","2011-12","27",2,0,18.5,1.5,5.5,1.5,2.5,0,3,2,2,3,2.5,5.5,0.5,1,0,0,1,5,0.273,0.6,0,1,0.392,0.273,"F","SAS",113,102,0.1,0.1,0.147,-2.3,-2.5,-4.7,0,14.9,19,15.2,17.1,3.7,2.8,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2760",2760,"Igor Rakocevic",0.1,"2002-03","2002-03","24",42,0,5.8,0.5,1.4,0.4,1.1,0.1,0.3,0.7,0.9,0.1,0.3,0.4,0.8,0.1,0,0.5,0.6,1.9,0.379,0.37,0.417,0.806,0.528,0.422,"G","MIN",96,109,0,0.1,0.022,-3,-1.8,-4.9,-0.2,8.4,1.9,5.9,3.9,19,0.9,0,23.8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2761",2761,"Jaylen Sims",0.1,"2024-25","2024-25","26",6,0,18.7,2,4.7,1,2.2,1,2.5,2,2.5,0.5,0.5,1,2,0.5,0.2,1.3,1.7,7,0.429,0.462,0.4,0.8,0.607,0.536,"G","CHO",113,121,0.1,0,0.048,-2.8,-1.3,-4.1,-0.1,9.8,2.8,2.9,2.9,15.6,1.3,0.9,18.8,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2762",2762,"Antonis Fotsis",0.1,"2001-02","2001-02","20",28,0,11.4,1.5,3.7,1.3,2.9,0.3,0.8,0.6,0.7,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9,0.404,0.432,0.304,0.85,0.479,0.438,"F","MEM",93,107,-0.1,0.2,0.017,-2,-1.4,-3.4,-0.1,11.3,8.7,12.9,10.8,5.3,1.5,2.4,15.7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2763",2763,"Bubba Wells",0.1,"1997-98","1997-98","23",39,0,10.1,1.2,3,1.2,2.8,0,0.2,0.8,1.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,1,3.3,0.414,0.427,0.167,0.721,0.474,0.418,"F","DAL",93,107,-0.2,0.3,0.013,-3.1,-0.5,-3.5,-0.2,11.1,6.1,13.2,9.6,14.3,2,0.7,18.7,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2764",2764,"JD Davison",0.1,"2022-23","2024-25","20-22",36,0,5.5,0.7,1.8,0.4,0.9,0.3,0.9,0.3,0.4,0.2,0.7,0.9,0.9,0.2,0.1,0.5,0.3,1.9,0.385,0.485,0.281,0.692,0.481,0.454,"G","BOS",98,111,-0.2,0.3,0.027,-3.9,0.3,-3.7,-0.1,10.1,3.4,14,8.8,22.9,2,1.8,21.2,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2765",2765,"Todd Mundt",0.1,"1995-96","1995-96","25",33,0,4.6,0.5,1.2,0.5,1.2,0,0,0.2,0.2,0.3,0.5,0.8,0.1,0.1,0.2,0.1,0.9,1.1,0.39,0.39,0,0.625,0.416,0.39,"C","ATL,BOS",99,110,0,0.1,0.035,-5.6,-1.5,-7.1,-0.2,7,8.2,13.8,10.9,3,0.7,2.5,6.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2766",2766,"Mark Macon",0.1,"1991-92","1998-99","22-29",251,0,20,2.8,7.2,2.6,6.7,0.1,0.5,1,1.4,0.7,1.2,1.9,1.7,1.4,0.1,1.3,2.3,6.7,0.384,0.393,0.27,0.735,0.429,0.394,"G","DEN,DET",90,108,-5,5.1,0.001,-4.8,1.1,-3.7,-2.2,8.9,3.7,6.6,5.1,12.6,3.5,0.3,14.1,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2767",2767,"Conner Henry",0.1,"1986-87","1987-88","23-24",93,0,8.1,1.2,3.1,0.8,2.1,0.4,0.9,0.6,0.8,0.2,0.7,0.9,1.1,0.2,0.1,0.7,0.8,3.3,0.378,0.377,0.379,0.757,0.479,0.435,"G","BOS,HOU,MIL,SAC",95,111,-0.4,0.5,0.007,-2.3,-1.5,-3.8,-0.3,9.7,3.1,9,6.2,18.1,1.3,0.5,16.9,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2768",2768,"Erick Green",0.1,"2014-15","2015-16","23-24",52,0,8.7,1.3,3.4,1,2.4,0.3,1,0.2,0.3,0.2,0.5,0.7,0.8,0.3,0,0.3,0.6,3.1,0.377,0.415,0.288,0.857,0.439,0.42,"G","DEN,UTA",97,112,0,0.1,0.011,-2.8,-1.2,-4,-0.2,9.3,2.4,6.7,4.5,14.7,1.4,0,7.2,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2769",2769,"Emanuel Miller",0.1,"2024-25","2024-25","24",6,0,4.2,0.7,1.3,0.7,1.2,0,0.2,0.3,0.3,0.7,0.7,1.3,0.3,0.2,0,0,0.5,1.7,0.5,0.571,0,1,0.563,0.5,"F","CHI",141,116,0.1,0,0.201,-0.9,-0.9,-1.8,0,18.1,17.1,16.5,16.8,10.9,1.9,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2770",2770,"Glenn Hagan",0.1,"1981-82","1981-82","26",4,0,6.3,0.8,1.8,0.8,1.8,0,0,0.3,0.3,0.5,0.5,1,2,0.8,0,0.3,1.8,1.8,0.429,0.429,0,1,0.47,0.429,"G","DET",123,101,0.1,0,0.201,-3.6,0.9,-2.7,0,18.1,8.5,9.1,8.8,41.1,5.5,0,11.8,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2771",2771,"Bo Kimble",0.1,"1990-91","1992-93","24-26",105,0,12.7,2.1,5.4,1.8,4.5,0.2,0.8,1.1,1.5,0.6,1,1.5,0.9,0.4,0.1,0.9,2,5.5,0.386,0.403,0.291,0.728,0.454,0.408,"G","LAC,NYK",93,109,-1.1,1.3,0.004,-4.8,-0.9,-5.7,-1.2,8.1,4.7,8.6,6.6,10.7,1.5,0.6,13.4,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2772",2772,"Shamorie Ponds",0.1,"2019-20","2019-20","21",4,0,2.8,0.8,1.3,0.5,0.8,0.3,0.5,0.5,0.5,0,0.3,0.3,0.5,0,0.3,0,0.5,2.3,0.6,0.667,0.5,1,0.765,0.7,"G","TOR",164,107,0.1,0,0.45,8.4,5.3,13.7,0,33.1,0,9.4,4.8,32.4,0,8.9,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2773",2773,"Alex Stepheson",0.1,"2015-16","2015-16","28",8,0,9.1,1.1,3.4,1.1,3.4,0,0,0.5,1.5,2.4,1.1,3.5,0.3,0.1,0.6,0,1.5,2.8,0.333,0.333,0,0.333,0.341,0.333,"F","LAC,MEM",101,107,0,0.1,0.068,-0.5,-2,-2.4,0,14.8,28.5,14.5,21.8,4.3,0.7,6,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2774",2774,"Reece Beekman",0.1,"2024-25","2024-25","23",36,0,13,1,3,0.8,1.9,0.2,1.1,0.4,0.6,0.4,0.7,1.1,1.8,0.9,0.1,0.6,1,2.6,0.327,0.418,0.175,0.762,0.4,0.36,"G","BRK,GSW",95,115,-0.4,0.5,0.01,-6.7,1.3,-5.4,-0.4,7.5,3,6.6,4.7,19.1,3.5,0.4,15.3,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
